ID	numberOfMistakes
promptid_answerid	1.0
11_0	0.2077922077922078
12_1	0.1828978622327791
11_2	0.20698254364089774
13_3	0.20426829268292682
11_4	0.15384615384615385
11_5	0.16062176165803108
11_6	0.16970802919708028
14_7	0.18983050847457628
11_8	0.19083969465648856
11_9	0.18633540372670807
11_10	0.20220082530949107
11_11	0.16580310880829016
11_12	0.20287958115183247
11_13	0.1861198738170347
13_14	0.18506493506493507
12_15	0.17134416543574593
12_16	0.2335958005249344
12_17	0.21821036106750394
11_18	0.20580474934036938
12_19	0.2222222222222222
11_20	0.19047619047619047
12_21	0.20378151260504201
11_22	0.17316017316017315
11_23	0.18208955223880596
11_24	0.18995290423861852
11_25	0.1513353115727003
11_26	0.17384615384615384
13_27	0.21043771043771045
11_28	0.18140243902439024
14_29	0.16733067729083664
11_30	0.17588932806324112
14_31	0.2073170731707317
11_32	0.23476005188067445
14_33	0.19401041666666666
13_34	0.17986577181208055
14_35	0.16607773851590105
11_36	0.19718309859154928
12_37	0.21612541993281076
11_38	0.22268907563025211
14_39	0.1744186046511628
12_40	0.18236173393124067
11_41	0.14423076923076922
12_42	0.16407185628742516
13_43	0.20161290322580644
12_44	0.14586466165413534
11_45	0.15935334872979215
12_46	0.16886543535620052
11_47	0.19815668202764977
12_48	0.22354211663066956
14_49	0.18051575931232092
12_50	0.25137362637362637
11_51	0.20461538461538462
14_52	0.2416582406471183
11_53	0.24629080118694363
14_54	0.1574539363484087
11_55	0.1962962962962963
12_56	0.1624203821656051
11_57	0.16091954022988506
12_58	0.1570841889117043
11_59	0.16044776119402984
12_60	0.18627450980392157
11_61	0.19247787610619468
11_62	0.19240506329113924
12_63	0.16379310344827586
13_64	0.15955473098330242
14_65	0.26744186046511625
11_66	0.20046620046620048
12_67	0.21164021164021163
11_68	0.20610687022900764
12_69	0.1749502982107356
12_70	0.16467065868263472
11_71	0.18
11_72	0.18114602587800369
12_73	0.23728813559322035
12_74	0.2015065913370998
12_75	0.23229461756373937
11_76	0.1930379746835443
12_77	0.19130434782608696
11_78	0.14705882352941177
14_79	0.20098039215686275
13_80	0.1627260083449235
12_81	0.21654501216545013
12_82	0.16266666666666665
12_83	0.24101479915433405
11_84	0.19679633867276888
12_85	0.1643002028397566
12_86	0.2278177458033573
14_87	0.15743440233236153
11_88	0.19855072463768117
12_89	0.25112107623318386
11_90	0.19572953736654805
14_91	0.20401854714064915
11_92	0.22388059701492538
13_94	0.136986301369863
14_95	0.21066666666666667
12_96	0.1511627906976744
14_97	0.1863799283154122
14_98	0.12857142857142856
12_99	0.21384928716904278
12_100	0.16831683168316833
12_101	0.17954070981210857
14_102	0.22736418511066397
14_103	0.14989733059548255
12_104	0.20481927710843373
12_105	0.20276497695852536
12_106	0.18478260869565216
12_107	0.15724815724815724
12_108	0.2334096109839817
12_109	0.21561338289962825
14_110	0.15939278937381404
12_111	0.18858560794044665
12_112	0.20304568527918782
12_113	0.20052770448548812
12_114	0.17419962335216574
12_115	0.19165085388994307
12_116	0.20373831775700935
12_117	0.21866666666666668
12_118	0.2359882005899705
12_119	0.1779816513761468
14_120	0.17391304347826086
14_121	0.18053596614950634
13_122	0.26353790613718414
11_123	0.17530864197530865
11_124	0.24329159212880144
11_125	0.1697792869269949
11_126	0.14669421487603307
11_127	0.14730878186968838
11_128	0.18072289156626506
11_129	0.17936117936117937
11_130	0.17286652078774617
11_131	0.15164835164835164
11_132	0.20275590551181102
11_133	0.15198618307426598
11_134	0.16550522648083624
13_135	0.22789115646258504
11_136	0.18226600985221675
11_137	0.17543859649122806
11_138	0.21714285714285714
11_139	0.20194174757281552
11_140	0.1876484560570071
11_141	0.20046082949308755
11_142	0.15198237885462554
11_143	0.1976112920738328
11_144	0.1603563474387528
13_145	0.19631901840490798
11_146	0.19836065573770492
14_147	0.18322295805739514
12_148	0.1407942238267148
14_149	0.1676470588235294
12_150	0.19384615384615383
14_151	0.16560509554140126
13_152	0.1718146718146718
11_153	0.16939890710382513
12_155	0.16186556927297668
13_156	0.19878603945371776
11_157	0.22023809523809523
14_158	0.23615819209039549
11_159	0.2167381974248927
12_160	0.1951219512195122
14_161	0.26578073089701
11_162	0.1975806451612903
11_163	0.20787746170678337
11_164	0.17553191489361702
11_165	0.1731123388581952
11_166	0.19915254237288135
11_167	0.20185614849187936
14_168	0.21652421652421652
11_169	0.21615720524017468
12_170	0.18058252427184465
13_171	0.18080357142857142
14_172	0.1963302752293578
11_173	0.16666666666666666
14_174	0.23201174743024963
11_175	0.2127659574468085
14_176	0.18783783783783783
14_177	0.22143864598025387
11_178	0.24283305227655985
12_179	0.19384057971014493
11_180	0.2088235294117647
14_181	0.2
13_182	0.2387218045112782
14_183	0.16635859519408502
11_184	0.1463963963963964
12_185	0.17615176151761516
11_186	0.1608832807570978
12_187	0.17970401691331925
14_188	0.1719512195121951
11_189	0.1864951768488746
14_190	0.20294117647058824
11_191	0.1855388813096862
13_192	0.16778523489932887
11_193	0.17287234042553193
11_194	0.21017699115044247
11_195	0.20819112627986347
11_196	0.20860927152317882
11_197	0.19679633867276888
12_198	0.1796116504854369
11_199	0.18494623655913978
13_200	0.18796992481203006
11_201	0.19444444444444445
14_202	0.16230366492146597
12_203	0.16216216216216217
13_204	0.24615384615384617
11_205	0.19428571428571428
12_206	0.16145833333333334
13_207	0.32075471698113206
13_208	0.27461139896373055
13_209	0.22666666666666666
14_210	0.22409638554216868
13_211	0.20772946859903382
12_212	0.21076923076923076
11_213	0.17926565874730022
11_214	0.1625
11_215	0.18243243243243243
11_216	0.16270337922403003
11_217	0.17352941176470588
11_218	0.1822600243013366
11_219	0.18101933216168717
13_220	0.1956124314442413
13_221	0.26540284360189575
13_222	0.17903930131004367
13_223	0.2038327526132404
12_224	0.14821428571428572
11_225	0.1690427698574338
